"Ad name","Delivery status","Delivery level","Ad set name","Ad name","Attribution setting","Amount spent (PLN)",Purchases,"Purchases conversion value","Cost per purchase","Koszulkowy Contribution Profit (7 Days Attribution) (PLN)","Result value type","Results ROAS","Average purchases conversion value","Purchases rate per link clicks","Purchases rate per landing page views","Checkouts initiated","Checkouts initiated conversion value","Cost per checkout initiated","Adds to cart","Adds to cart conversion value","Cost per add to cart","Landing page views","App landing page views","Website landing page views","Cost per landing page view","Landing Page Views / Outbound Clicks Rate","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Hook Rate","Hold Rate","CPM (cost per 1,000 impressions)","Quality ranking","Engagement rate ranking","Conversion rate ranking","Link (ad settings)","Body (ad settings)","Reporting starts","Reporting ends"
"DPA CKW Roblox i Minecraft Video",inactive,ad,"DPA CKW Roblox i Minecraft","DPA CKW Roblox i Minecraft Video","7-day click, 1-day view or 1-day engaged view",17.23,,,,-17.23,,,,0,0,6,959.4,2.87166667,1,55,17.23,8,,8,2.15375,0.5,16,1.076875,0.95124851,0.06302021,0.26415094,10.24375743,"Above average","Below average – bottom 35% of ads","Above average",https://koszulkowy.pl/614-prezent-dla-gracza,"Idealny prezent dla młodego gracza 👉 https://koszulkowy.pl/614-prezent-dla-gracza 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet na prezent dla najmłodszych 🤩✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"DPA Bestsellery – kopia",active,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","DPA Bestsellery – kopia","7-day click, 1-day view or 1-day engaged view",17.17,1,181.31,17.17,58.44953659,"Website purchases conversion value",10.55969715,181.31,3.44827586,6.66666667,5,563.92,3.434,2,109.4,8.585,15,,15,1.14466667,0.53571429,29,0.59206897,1.10729286,0,,6.55593738,-,-,-,http://koszulkowy.pl/,"Zobacz jakie prezenty możesz dać najbliższym. Sprawdź nasze bestsellerowe propozycje 😎 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"Ranczo Kubek 35341 – kopia",inactive,ad,"Ranczo z testingu","Ranczo Kubek 35341 – kopia","7-day click, 1-day view or 1-day engaged view",17.14,2,167.8,8.57,52.84487805,"Website purchases conversion value",9.78996499,83.9,6.06060606,7.40740741,3,315.6,5.71333333,1,69.9,17.14,27,,27,0.63481481,0.81818182,33,0.51939394,1.33387227,0,,6.92805174,Average,-,-,https://koszulkowy.pl/35341-z-laweczka-zadzierasz.html,"Z ławeczką zadzierasz? Ciulu niemyty - dla fanów serialu Ranczo 🎁  kubek na prezent 🤩 Kup teraz 👉 https://koszulkowy.pl/35341-z-laweczka-zadzierasz.html",2026-01-01,2026-01-31
"Rozstanie z work bestie",not_delivering,ad,"Rolka branding","Rozstanie z work bestie","7-day click, 1-day view or 1-day engaged view",16.99,1,70.9,16.99,12.5804878,"Website purchases conversion value",4.17304297,70.9,4.54545455,5.88235294,4,293.6,4.2475,1,69.9,16.99,17,,17,0.99941176,0.77272727,22,0.77227273,1.20284308,0.0688901,0.16666667,9.28922909,-,-,-,https://koszulkowy.pl/,"Koniecznie wyślij to do swojej work bestie! Niech wie, że to dzięki niej tak dobrze czujesz się w pracy. 🥰

Wolicie prace zdalną czy stacjonarną? Dajcie znać w komentarzach.

Zaobserwuj nasz profil! 💙
#workvibes #korpohumor #życiewpracy #workbestie #praca",2026-01-01,2026-01-31
"Będę przy tobie 38499",not_delivering,ad,"Walentynki nowości v2","Będę przy tobie 38499",Incremental,15.6,,,,-15.6,,,,0,0,,,,,,,20,,20,0.78,1.11111111,18,0.86666667,0.697134,0,,6.04182804,Average,Average,Average,https://koszulkowy.pl/38499-bede-przy-tobie-.html,"Będę przy tobie dopóki nie opadnie ostatni płatek - wieczna róża w szkle z grawerem. 🌹 Wieczna róża, która wyrazi więcej niż słowa - dla tych, którzy zasługują na wszystko, co najlepsze! ✨ Kup teraz ➡️ https://koszulkowy.pl/38499-bede-przy-tobie-.html",2026-01-01,2026-01-31
"Wakacje czy nagrywki",inactive,ad,"Rolka branding","Wakacje czy nagrywki","7-day click, 1-day view or 1-day engaged view",15.52,,,,-15.52,,,,0,0,,,,,,,10,,10,1.552,0.5,20,0.776,0.75728891,0.11510791,0.32236842,5.87656191,Average,"Above average",Average,https://koszulkowy.pl/,"Kto by się tego spodziewał... 😅

Jakie macie plany na weekend? Dajcie znać w komentarzach! 👇

Zaobserwuj nasz profil! 💙
#korpohumor #workvibes #życiewpracy #workbestie #socialmedia",2026-01-01,2026-01-31
"Czołg Dziadek 14586",not_delivering,ad,"Dziadek (Różne)","Czołg Dziadek 14586","7-day click, 1-day view or 1-day engaged view",15.37,,,,-15.37,,,,0,0,2,419.4,7.685,5,349.5,3.074,10,,10,1.537,0.66666667,15,1.02466667,0.74626866,0,,7.64676617,-,-,-,https://koszulkowy.pl/14586-dziadka-piwo.html,"Sprzęt wystrzałowego dziadka - czołg na piwo z grawerem 🍺🎁
Wystrzałowy prezent dla wystrzałowego dziadka! 👴 
Kup teraz ✅ https://koszulkowy.pl/14586-dziadka-piwo.html",2026-01-01,2026-01-31
"DPA Bluzy - Copy",not_delivering,ad,"13.Pragmatyczny Śmieszek__100_59_PL","DPA Bluzy - Copy","7-day click, 1-day view or 1-day engaged view",15.23,,,,-15.23,,,,0,0,1,699,15.23,1,69.9,15.23,9,,9,1.69222222,0.9,12,1.26916667,0.40677966,0,,5.16271186,-,-,-,http://koszulkowy.pl/,"Dla osób, które lubią ciepło, styl i odrobinę żartu! 🔥 Odkryj nasze bluzy tematyczne – dla par, emerytów, rolników czy na urodziny. Wygoda, jakość i humor w jednym! 😎 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"CKW Orzeł Biały IG Mega Rolka 31703",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","CKW Orzeł Biały IG Mega Rolka 31703","7-day click, 1-day view or 1-day engaged view",15.14,,,,-15.14,,,,0,0,2,336,7.57,,,,26,,26,0.58230769,0.78787879,33,0.45878788,1.20569967,0.25538911,0.18168813,5.53160395,"Above average","Above average",Average,https://koszulkowy.pl/31703-polska-orzel.html,"🔥 Orzeł Biały – symbol Polski 🔥

Szukasz prezentu, który łączy patriotyzm z elegancją? 🎁 Chcesz podarować coś, co wyróżnia się na tle innych upominków?

W Koszulkowy.pl znajdziesz koszulki, które łączą narodową dumę z wyjątkowym stylem! 😄 Koszulka z orłem białym to doskonały wybór dla każdego, kto ceni sobie Polskę i chce nosić ją z dumą.

👕 100% bawełna
🎨 Autorskie projekty grafik
⚡️ Ekspresowa realizacja i wysyłka
🎁 Gotowe pomysły na prezent na każdą okazję

Kup już dziś na naszej stronie 👇
https://koszulkowy.pl/31703-polska-orzel.html",2026-01-01,2026-01-31
"35702 Rumi, Mira - Copy 2",not_delivering,ad,"14.Sentymentalna Opiekunka__80_59_PL","35702 Rumi, Mira - Copy 2","7-day click, 1-day view or 1-day engaged view",15.13,,,,-15.13,,,,0,0,,,,,,,11,,11,1.37545455,0.64705882,17,0.89,0.76645627,0,,6.82146078,Average,Average,Average,https://koszulkowy.pl/35702-rumi-mira-i-zoey.html,"Rumi, Mira i Zoey - Huntrix v2 - dziecięca koszulka na prezent. 🎁 Zachwyć każde dziecko kolorową i oryginalną koszulką, która wywoła uśmiech na twarzy! 😊 Kup teraz 👉 https://koszulkowy.pl/35702-rumi-mira-i-zoey.html",2026-01-01,2026-01-31
"DPA Bestsellery – kopia",active,ad,Universal__3x,"DPA Bestsellery – kopia","7-day click, 1-day view or 1-day engaged view",15.09,,,,-15.09,,,,0,0,2,389.6,7.545,3,194.8,5.03,24,,24,0.62875,1.04347826,36,0.41916667,1.33580705,0,,5.59925788,-,-,-,http://koszulkowy.pl/,"Zobacz jakie prezenty możesz dać najbliższym. Sprawdź nasze bestsellerowe propozycje 😎 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"LINK - Ranczo Rolka",not_delivering,ad,"8.Pragmatyczny Śmieszek__140_ 70_PL","LINK - Ranczo Rolka","7-day click or 1-day view",14.3,,,,-14.3,,,,0,0,1,51,14.3,1,40,14.3,11,,11,1.3,0.84615385,13,1.1,0.3967043,0.13915166,0.28070175,4.36374733,Average,Average,Average,https://koszulkowy.pl/1069-koszulki-i-gadzety-dla-fanow-serialu-ranczo,"To tylko sny, szalone sny... 🌸

Wilkowyje to nie tylko Lucy, Czerepach i Kusy – to klimat, którego się nie zapomina. Każdy, kto oglądał Ranczo, wie, że te teksty i sytuacje to czyste złoto. 😂

Dlatego nasze produkty inspirowane serialem to obowiązkowy gadżet dla fanów – trochę nostalgii, trochę humoru i sporo wspomnień z najlepszych czasów polskiej telewizji. 😊📺

Zobacz więcej 👉 https://koszulkowy.pl/1069-koszulki-i-gadzety-dla-fanow-serialu-ranczo",2026-01-01,2026-01-31
"Karuzela Grawery Babcia Dziadek",not_delivering,ad,"CKW - Katalog Grawery Babcia Dziadek - 18","Karuzela Grawery Babcia Dziadek","7-day click",14.27,1,86,14.27,21.59829268,"Website purchases conversion value",6.02662929,86,3.22580645,4.76190476,3,312.8,4.75666667,3,204.8,4.75666667,21,,21,0.67952381,0.67741935,31,0.46032258,1.77752294,0,,8.18233945,-,-,-,https://koszulkowy.pl/773-prezent-dla-dziadka,"Wyjątkowe grawerowane upominki dla babci i dziadka 🎀 Zobacz co dla Ciebie przygotowaliśmy
👉 https://koszulkowy.pl/773-prezent-dla-dziadka",2026-01-01,2026-01-31
"ABO Sprzedaż Rolki Meta 31846 BOOM – kopia",not_delivering,ad,"12.Viral Trend__140_70_PL","ABO Sprzedaż Rolki Meta 31846 BOOM – kopia","7-day click, 1-day view or 1-day engaged view",13.5,,,,-13.5,,,,0,0,1,567.3,13.5,,,,6,,6,2.25,0.75,9,1.5,0.70754717,0.13286164,0.11242604,10.61320755,-,-,-,https://koszulkowy.pl/31846-boom-minecraft.html,"💣 Koszulka Minecraft „BOOM” – HIT dla młodych fanów gry! 🎮👕

Masz w domu małego gracza, który żyje światem bloków i pikseli? Szukasz prezentu, który naprawdę go ucieszy? 🎁

W Koszulkowy.pl mamy coś, co wybucha radością – dosłownie! 💥
Dziecięca koszulka „BOOM” z motywem creepera to idealny wybór na prezent dla każdego fana Minecrafta.
Personalizowana, wygodna i stworzona z myślą o młodych pasjonatach tej kultowej gry!

🎮 Koszulki Minecraft to nasz sposób na połączenie zabawy z wygodą. Sprawdzą się jako prezent na urodziny, święta lub po prostu jako niespodzianka bez okazji.

👕 100% bawełna premium – miękka i przyjazna dla skóry
🎨 Autorski projekt inspirowany Minecraftem
⚡️ Ekspresowa realizacja i wysyłka
🎁 Prezent, który robi „BOOM!” – dosłownie i w przenośni

👇 Sprawdź tę i inne koszulki z serii Minecraft:
https://koszulkowy.pl/31846-boom-minecraft.html
📦 Darmowa dostawa od 79 zł

#MinecraftKoszulka #koszulkinaprezent #prezentdlaDziecka #gadżetynaprezent #koszulkidziecięce #Koszulkowypl #prezentdlaGracza #BOOMminecraft #dziecięcekoszulki",2026-01-01,2026-01-31
"DZIADEK - Jeśli dziadek nie może tego naprawić - 15863 – kopia",not_delivering,ad,"Advantage+ Best Babcia i Dziadek Zestaw reklam","DZIADEK - Jeśli dziadek nie może tego naprawić - 15863 – kopia","7-day click or 1-day view",13.25,2,213.89,6.625,75.95778049,"Website purchases conversion value",16.14264151,106.945,22.22222222,50,4,334.39,3.3125,2,98.5,6.625,4,,4,3.3125,0.44444444,9,1.47222222,0.31971581,0,,4.70692718,Average,Average,Average,https://koszulkowy.pl/15863-jesli-dziadek.html,"Prezent dla dziadka majsterkowicza 👨‍🦳🛠

Jeśli dziadek nie może tego naprawić, to nikt nie może 🎁

Kup teraz 👉 https://koszulkowy.pl/15863-jesli-dziadek.html",2026-01-01,2026-01-31
"Kubek Babcia 15489",not_delivering,ad,"Babcia (Różne)","Kubek Babcia 15489","7-day click, 1-day view or 1-day engaged view",12.89,,,,-12.89,,,,0,0,,,,,,,24,,24,0.53708333,0.82758621,29,0.44448276,1.98766278,0,,8.83481837,Average,Average,Average,https://koszulkowy.pl/15489-kochana-babciu.html,"Kochana Babciu! - magiczny kubek na prezent dla babci 🎁
Kup teraz 👉 https://koszulkowy.pl/15489-kochana-babciu.html",2026-01-01,2026-01-31
"38760 | poduszka | Polina",active,ad,Universal__100+80__45__PL__Walentynki,"38760 | poduszka | Polina","7-day click, 1-day view or 1-day engaged view",11.88,1,75,11.88,19.4004878,"Website purchases conversion value",6.31313131,75,3.33333333,3.44827586,3,274,3.96,2,118,5.94,29,,29,0.40965517,0.96666667,30,0.396,4.31654676,0,,17.09352518,-,-,-,https://koszulkowy.pl/38760-kocham-cie-misiaczku-czarna-poduszka-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"DPA CKW Hokej Karuzela Video",not_delivering,ad,"8.Pragmatyczny Śmieszek__80_ 70_PL","DPA CKW Hokej Karuzela Video","7-day click, 1-day view or 1-day engaged view",11.64,,,,-11.64,,,,0,0,,,,,,,4,,4,2.91,0.57142857,7,1.66285714,0.18681612,0,,3.10648519,"Below average – bottom 35% of ads","Above average","Above average",https://koszulkowy.pl/1011-prezent-dla-hokeisty,"Prezent dla hokeisty 👉 https://koszulkowy.pl/1011-prezent-dla-hokeisty 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet na prezent ✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"DPA CKW Bluzy Karuzela",inactive,ad,"DPA CKW Bluzy","DPA CKW Bluzy Karuzela","7-day click, 1-day view or 1-day engaged view",11.38,1,50.5,11.38,9.68219512,"Website purchases conversion value",4.43760984,50.5,5.55555556,9.09090909,7,465.5,1.62571429,,,,11,,11,1.03454545,0.78571429,18,0.63222222,0.89020772,0,,5.628091,-,-,-,http://koszulkowy.pl/,"Dla osób, które lubią ciepło, styl i odrobinę żartu! 🔥 Odkryj nasze bluzy tematyczne - dla par, emerytów, rolników czy na urodziny. Wygoda, jakość i humor w jednym! 😎 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"Ulubiony klient rolka",inactive,ad,"Rolka branding","Ulubiony klient rolka","7-day click, 1-day view or 1-day engaged view",11.19,,,,-11.19,,,,0,0,,,,,,,7,,7,1.59857143,1.16666667,7,1.59857143,0.2938707,0.32535684,0.53548387,4.697733,Average,"Above average",Average,https://koszulkowy.pl/1095-koszulki-i-gadzety-dla-fanow-serialu-1670,"Nie zgadniesz, kto tu jest! To właśnie Ty - nasz ulubiony klient. 😊

Dziękujemy każdemu, kto wybiera zakupy na naszej stronie. To właśnie dzięki Wam możemy się rozwijać i dostarczać coraz lepsze produkty. 📦💙

Zostań z nami na dłużej! Będzie nam ogromnie miło! #klient #workvibes #pracazludzmi #sklepinternetowy",2026-01-01,2026-01-31
"29874 - Zateguje miara",not_delivering,ad,"15.Pragmatyczny Śmieszek__200_73_PL","29874 - Zateguje miara","7-day click, 1-day view or 1-day engaged view",10.74,,,,-10.74,,,,0,0,1,90.98,10.74,5,197.99,2.148,8,,8,1.3425,0.61538462,13,0.82615385,0.65689742,0,,5.42698332,-,-,-,https://koszulkowy.pl/29874-to-sie-jakos-zateguje.html,"To się jakoś zateguje - grawerowana miara z notesikiem.🛠️ Zaskocz bliskich niebanalnym prezentem, który łączy praktyczność z osobistym akcentem. 🎁 Sprawdź już teraz! 👉 https://koszulkowy.pl/29874-to-sie-jakos-zateguje.html",2026-01-01,2026-01-31
"37121 | Swieca wszystkowiedzacej | Polina - Copy 2",active,ad,Universal__100+80__45__PL__*,"37121 | Swieca wszystkowiedzacej | Polina - Copy 2","7-day click, 1-day view or 1-day engaged view",10.49,1,134.82,10.49,45.73980488,"Website purchases conversion value",12.85224023,134.82,8.33333333,11.11111111,3,413.46,3.49666667,4,287.64,2.6225,9,,9,1.16555556,0.81818182,12,0.87416667,0.89955022,0,,7.86356822,-,-,-,https://koszulkowy.pl/37121-taka-moja-rola-wiedziec-michalowa-swieczka-zapachowa-na-prezent-dla-fanow-serialu-ranczo.html,{{product.brand}},2026-01-01,2026-01-31
"DPA Huntrix Karuzela",inactive,ad,"DPA Huntrix","DPA Huntrix Karuzela",Incremental,10.36,,,,-10.36,,,,0,0,3,139.38,3.45333333,3,175.58,3.45333333,13,,13,0.79692308,0.76470588,17,0.60941176,1.3375295,0,,8.15106216,-,-,-,https://koszulkowy.pl/1107-huntrix-kpop-demon-hunters,"Wskocz w świat akcji i kolorów! 🎤 Nasze koszulki i bluzy dla dzieci inspirowane bestsellerową kolekcją dla małych fanów i fanek pełnych energii. ✨ Sprawdź nową kolekcję i wybierz swój wzór już dziś na https://koszulkowy.pl/1107-dla-dzieci",2026-01-01,2026-01-31
"DPA CKW Ksiądz Karuzela",inactive,ad,"DPA CKW Ksiądz","DPA CKW Ksiądz Karuzela","7-day click, 1-day view or 1-day engaged view",9.61,,,,-9.61,,,,0,0,,,,1,129,9.61,38,,38,0.25289474,1.02702703,47,0.20446809,2.17794254,0.00046339,0,4.45319741,-,-,-,https://koszulkowy.pl/726-prezent-dla-ksiedza,"Idealny prezent dla księdza 👉 https://koszulkowy.pl/726-prezent-dla-ksiedza 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet 🤩 Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"Six seven multi film",not_delivering,ad,"Italian Brainrot 67","Six seven multi film","7-day click, 1-day view or 1-day engaged view",9.41,,,,-9.41,,,,0,0,2,224.5,4.705,5,352.4,1.882,4,,4,2.3525,0.4,12,0.78416667,1.52284264,0.08756345,0.27536232,11.94162437,-,-,-,https://koszulkowy.pl/,"Six seven 67 - Italian Brainrot - koszulka, bluza czy poduszka, co wybierasz? 🎁
Kup teraz 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"Bogaty i umyty 35464",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","Bogaty i umyty 35464","7-day click, 1-day view or 1-day engaged view",9.17,,,,-9.17,,,,0,0,1,80.9,9.17,1,69.9,9.17,14,,14,0.655,0.875,16,0.573125,0.70144673,0,,4.02016659,-,-,-,https://koszulkowy.pl/35464-a-ja-jestem-bogaty.html,"A ja jestem bogaty i umyty 👕 męska koszulka na prezent dla fanów serialu 1670 🎁 https://koszulkowy.pl/35464-a-ja-jestem-bogaty.html 🤩 Wysyłka w 24h",2026-01-01,2026-01-31
"67 Steave 37862",not_delivering,ad,"Six seven - 67","67 Steave 37862","7-day click, 1-day view or 1-day engaged view",8.81,,,,-8.81,,,,0,0,,,,,,,7,,7,1.25857143,0.875,8,1.10125,0.78817734,0,,8.67980296,Average,-,-,https://koszulkowy.pl/37862-steve-67-.html,"Steve 67 - Six Seven - dziecięca koszulka na prezent - inspirowane Minecraft. 🧒🎮 Podaruj dzieciom radość i kreatywność z ulubioną grą, która ożywi ich wyobraźnię! 🌟 Kup teraz 👉 https://koszulkowy.pl/37862-steve-67-.html",2026-01-01,2026-01-31
"Zajęty nauczycielka 5409 – kopia – kopia – Copy - Copy",active,ad,Universal__100+80__45__PL__*,"Zajęty nauczycielka 5409 – kopia – kopia – Copy - Copy","7-day click, 1-day view or 1-day engaged view",8.68,1,80.9,8.68,25.06121951,"Website purchases conversion value",9.3202765,80.9,7.14285714,8.33333333,4,325.1,2.17,1,69.9,8.68,12,,12,0.72333333,0.85714286,14,0.62,1.20068611,0,,7.44425386,-,-,-,https://koszulkowy.pl/5409-przykro-mi-jestem-juz-zajety.html,"Przykro mi - jestem już zajęty przez atrakcyjną nauczycielkę 👩‍🏫💞
Nie przegap okazji!👕❗
Kup teraz ➡️  https://koszulkowy.pl/5409-przykro-mi-jestem-juz-zajety.html",2026-01-01,2026-01-31
"Dla kochanej babci 38303",not_delivering,ad,"A+ Babcia i Dziadek filmy","Dla kochanej babci 38303",Incremental,8.55,,,,-8.55,,,,0,0,1,,8.55,,,,4,,4,2.1375,0.57142857,7,1.22142857,0.47393365,0.02369668,0.28571429,5.788761,Average,Average,"Above average",https://koszulkowy.pl/38303-dla-kochanej-babci.html,"Dla kochanej babci. ❤️
Jeśli szukasz wyjątkowego prezentu dla Babci to koniecznie odwiedź naszą stronę! 👉 https://koszulkowy.pl/38303-dla-kochanej-babci.html",2026-01-01,2026-01-31
"Ławeczka ranczo 35338 – kopia",not_delivering,ad,"Ranczo z testingu","Ławeczka ranczo 35338 – kopia","7-day click, 1-day view or 1-day engaged view",8.2,,,,-8.2,,,,0,0,,,,,,,10,,10,0.82,0.83333333,12,0.68333333,0.97959184,0,,6.69387755,-,-,-,https://koszulkowy.pl/35338-z-laweczka-zadzierasz.html,"Z ławeczką zadzierasz? Ciulu niemyty - dla fanów serialu Ranczo. 🌟 Świetny upominek dla każdego fana kultowego serialu, który wywoła uśmiech na twarzy! 🎁 Kup teraz 👉 https://koszulkowy.pl/35338-z-laweczka-zadzierasz.html",2026-01-01,2026-01-31
"5352| bluza | Polina",active,ad,Universal__140__70__PL__Walentynki,"5352| bluza | Polina","7-day click, 1-day view or 1-day engaged view",8.15,,,,-8.15,,,,0,0,,,,,,,10,,10,0.815,0.52631579,19,0.42894737,1.39194139,0,,5.97069597,-,-,-,https://koszulkowy.pl/5352-uwaga-nie-dotykac-jestem-juz-zajeta-przez-atrakcyjnego-faceta-damska-bluza-z-nadrukiem.html,{{product.brand}},2026-01-01,2026-01-31
"1670 My na hazard 35197",not_delivering,ad,"8.Pragmatyczny Śmieszek__80_ 70_PL","1670 My na hazard 35197","7-day click, 1-day view or 1-day engaged view",8.01,,,,-8.01,,,,0,0,,,,,,,4,,4,2.0025,0.8,5,1.602,0.24850895,0,,3.98111332,Average,Average,"Above average",https://koszulkowy.pl/35197-szczesc-boze.html,"Szczęść Boże! My na hazard 👕 męska koszulka na prezent dla fanów serialu 1670 🤩 Kup teraz 🎁 https://koszulkowy.pl/35197-szczesc-boze.html",2026-01-01,2026-01-31
"DPA Dla par",inactive,ad,"DPA CKW Dla par","DPA Dla par","7-day click, 1-day view or 1-day engaged view",7.98,,,,-7.98,,,,0,0,,,,,,,2,,2,3.99,0.5,4,1.995,0.3058104,0,,6.10091743,-,-,-,https://koszulkowy.pl/94-wzory-dla-par-koszulki-i-bluzy-z-napisami,"Zobacz jakie prezenty możesz dać ukochanej osobie 🎁 👉 https://koszulkowy.pl/94-wzory-dla-par Zamów 👕",2026-01-01,2026-01-31
"Ranczo 35647 - Copy",inactive,ad,"Ranczo - Copy","Ranczo 35647 - Copy","7-day click, 1-day view or 1-day engaged view",7.87,,,,-7.87,,,,0,0,,,,,,,7,,7,1.12428571,0.63636364,11,0.71545455,0.71895425,0,,5.14379085,-,-,-,https://koszulkowy.pl/35647-jaka-marchew-taka-nac.html,"Jaka marchew taka nać, jaka córka taka mać - dla fanów serialu Ranczo.🎁 Zaskocz bliskich niebanalnym prezentem, który podbije serce każdego fana tego kultowego serialu! Kup teraz! 💥👉 https://koszulkowy.pl/35647-jaka-marchew-taka-nac.html",2026-01-01,2026-01-31
